"film_id","customer","amount","average_amount","rank"
12,"Ann Evans","2.99","1.6421739130434783","13149"
12,"Clifford Bowens","0.99","1.6421739130434783","13149"
12,"Melvin Ellington","1.99","1.6421739130434783","13149"
12,"Bernard Colby","0.99","1.6421739130434783","13149"
12,"Tonya Chapman","3.99","1.6421739130434783","13149"
12,"Carole Barnett","3.99","1.6421739130434783","13149"
12,"Joan Cooper","0.99","1.6421739130434783","13149"
12,"Ted Breaux","0.99","1.6421739130434783","13149"
12,"Michael Silverman","0.99","1.6421739130434783","13149"
12,"Bernard Colby","2.99","1.6421739130434783","13149"
12,"Terrance Roush","1.99","1.6421739130434783","13149"
12,"Erin Dunn","0.99","1.6421739130434783","13149"
13,"Dorothy Taylor","5.99","6.1011111111111111","2360"
13,"Arthur Simpkins","5.99","6.1011111111111111","2360"
13,"Alvin Deloach","7.99","6.1011111111111111","2360"
13,"Misty Lambert","4.99","6.1011111111111111","2360"
13,"Suzanne Nichols","4.99","6.1011111111111111","2360"
13,"Evelyn Morgan","4.99","6.1011111111111111","2360"
13,"Jesse Schilling","4.99","6.1011111111111111","2360"
13,"Tracy Cole","4.99","6.1011111111111111","2360"
13,"Wesley Bull","9.99","6.1011111111111111","2360"
15,"Roger Quintanilla","2.99","4.2400000000000000","6760"
15,"Curtis Irby","2.99","4.2400000000000000","6760"
15,"Maria Miller","2.99","4.2400000000000000","6760"
15,"Frances Parker","3.99","4.2400000000000000","6760"
15,"Byron Box","5.99","4.2400000000000000","6760"
15,"Kelly Knott","4.99","4.2400000000000000","6760"
15,"Jacqueline Long","2.99","4.2400000000000000","6760"
15,"Cindy Fisher","2.99","4.2400000000000000","6760"
15,"Jerome Kenyon","4.99","4.2400000000000000","6760"
15,"Charlie Bess","2.99","4.2400000000000000","6760"
15,"Jeff East","5.99","4.2400000000000000","6760"
15,"Andy Vanhorn","2.99","4.2400000000000000","6760"
15,"Ana Bradley","6.99","4.2400000000000000","6760"
15,"Heidi Larson","6.99","4.2400000000000000","6760"
15,"Roberta Harper","2.99","4.2400000000000000","6760"
15,"Alan Kahn","6.99","4.2400000000000000","6760"
15,"Heather Morris","2.99","4.2400000000000000","6760"
15,"Antonio Meek","2.99","4.2400000000000000","6760"
15,"Margie Wade","2.99","4.2400000000000000","6760"
15,"Jim Rea","4.99","4.2400000000000000","6760"
16,"Fernando Churchill","4.99","3.6053846153846154","8397"
16,"Kirk Stclair","2.99","3.6053846153846154","8397"
16,"Ella Oliver","4.99","3.6053846153846154","8397"
16,"Dorothy Taylor","2.99","3.6053846153846154","8397"
16,"Deanna Byrd","2.99","3.6053846153846154","8397"
16,"Leah Curtis","2.99","3.6053846153846154","8397"
16,"Jenny Castro","2.99","3.6053846153846154","8397"
16,"Virgil Wofford","2.99","3.6053846153846154","8397"
16,"Deborah Walker","2.99","3.6053846153846154","8397"
16,"Rosa Reynolds","2.99","3.6053846153846154","8397"
16,"Javier Elrod","2.99","3.6053846153846154","8397"
16,"Douglas Graf","6.99","3.6053846153846154","8397"
16,"Roberta Harper","2.99","3.6053846153846154","8397"
17,"Harvey Guajardo","1.99","3.6370588235294118","8261"
17,"Deanna Byrd","3.99","3.6370588235294118","8261"
17,"Marcia Dean","0.99","3.6370588235294118","8261"
17,"Billy Poulin","1.99","3.6370588235294118","8261"
17,"Melissa King","2.99","3.6370588235294118","8261"
17,"Wanda Patterson","2.99","3.6370588235294118","8261"
17,"Herbert Kruger","6.99","3.6370588235294118","8261"
17,"Joann Gardner","2.99","3.6370588235294118","8261"
17,"Todd Tan","3.99","3.6370588235294118","8261"
17,"Javier Elrod","0.99","3.6370588235294118","8261"
17,"Jamie Rice","4.99","3.6370588235294118","8261"
17,"Gregory Mauldin","4.99","3.6370588235294118","8261"
17,"Willie Markham","0.99","3.6370588235294118","8261"
17,"Ralph Madrigal","1.99","3.6370588235294118","8261"
17,"Tracy Cole","4.99","3.6370588235294118","8261"
17,"Lorraine Stephens","6.99","3.6370588235294118","8261"
17,"Herman Devore","6.99","3.6370588235294118","8261"
18,"Nathan Runyon","0.99","1.5400000000000000","13379"
18,"Ben Easter","0.99","1.5400000000000000","13379"
18,"Tim Cary","0.99","1.5400000000000000","13379"
18,"Barry Lovelace","3.99","1.5400000000000000","13379"
18,"Ethel Webb","0.99","1.5400000000000000","13379"
18,"Bradley Motley","0.99","1.5400000000000000","13379"
18,"Elizabeth Brown","0.99","1.5400000000000000","13379"
18,"Joanne Robertson","0.99","1.5400000000000000","13379"
18,"Angela Hernandez","0.99","1.5400000000000000","13379"
18,"Ruby Washington","0.99","1.5400000000000000","13379"
18,"Norman Currier","0.99","1.5400000000000000","13379"
18,"Michael Silverman","0.99","1.5400000000000000","13379"
18,"Oscar Aquino","3.99","1.5400000000000000","13379"
18,"Clyde Tobias","3.99","1.5400000000000000","13379"
18,"Anna Hill","0.99","1.5400000000000000","13379"
18,"Lois Butler","0.99","1.5400000000000000","13379"
18,"Sean Douglass","1.99","1.5400000000000000","13379"
18,"Philip Causey","0.99","1.5400000000000000","13379"
18,"Leroy Bustamante","1.99","1.5400000000000000","13379"
18,"Jordan Archuleta","0.99","1.5400000000000000","13379"
19,"Jessica Hall","1.99","1.6400000000000000","13195"
19,"Suzanne Nichols","0.99","1.6400000000000000","13195"
19,"Nathaniel Adam","3.99","1.6400000000000000","13195"
19,"Jennifer Davis","0.99","1.6400000000000000","13195"
19,"Debra Nelson","0.99","1.6400000000000000","13195"
19,"Cecil Vines","0.99","1.6400000000000000","13195"
19,"Hector Poindexter","0.99","1.6400000000000000","13195"
19,"Samantha Duncan","0.99","1.6400000000000000","13195"
19,"Kathleen Adams","0.99","1.6400000000000000","13195"
19,"Barbara Jones","0.99","1.6400000000000000","13195"
19,"Vernon Chapa","0.99","1.6400000000000000","13195"
19,"Everett Banda","1.99","1.6400000000000000","13195"
19,"Clifford Bowens","0.99","1.6400000000000000","13195"
19,"Eduardo Hiatt","0.99","1.6400000000000000","13195"
19,"Hazel Warren","1.99","1.6400000000000000","13195"
19,"Sherry Marshall","3.99","1.6400000000000000","13195"
19,"Maxine Silva","3.99","1.6400000000000000","13195"
19,"Brandy Graves","1.99","1.6400000000000000","13195"
19,"Rebecca Scott","0.99","1.6400000000000000","13195"
19,"Jane Bennett","0.99","1.6400000000000000","13195"
20,"Fernando Churchill","8.99","6.7900000000000000","1188"
20,"Cody Nolen","9.99","6.7900000000000000","1188"
20,"Jamie Rice","4.99","6.7900000000000000","1188"
20,"Ruby Washington","6.99","6.7900000000000000","1188"
20,"Reginald Kinder","4.99","6.7900000000000000","1188"
20,"Dolores Wagner","5.99","6.7900000000000000","1188"
20,"Esther Crawford","5.99","6.7900000000000000","1188"
20,"Dawn Sullivan","9.99","6.7900000000000000","1188"
20,"Tamara Nguyen","4.99","6.7900000000000000","1188"
20,"Glen Talbert","4.99","6.7900000000000000","1188"
21,"Frances Parker","9.99","7.7268421052631579","276"
21,"Eleanor Hunt","10.99","7.7268421052631579","276"
21,"Melanie Armstrong","4.99","7.7268421052631579","276"
21,"Brian Wyman","4.99","7.7268421052631579","276"
21,"Tammy Sanders","4.99","7.7268421052631579","276"
21,"Joe Gilliland","4.99","7.7268421052631579","276"
21,"Alexander Fennell","5.99","7.7268421052631579","276"
21,"Michael Silverman","8.99","7.7268421052631579","276"
21,"Claude Herzog","9.99","7.7268421052631579","276"
21,"Sylvia Ortiz","9.99","7.7268421052631579","276"
21,"Vickie Brewer","8.99","7.7268421052631579","276"
21,"Jim Rea","6.99","7.7268421052631579","276"
21,"Erika Pena","4.99","7.7268421052631579","276"
21,"Tim Cary","10.99","7.7268421052631579","276"
21,"Billy Poulin","8.99","7.7268421052631579","276"
21,"Marie Turner","4.99","7.7268421052631579","276"
21,"Julio Noland","10.99","7.7268421052631579","276"
21,"Amanda Carter","8.99","7.7268421052631579","276"
21,"Alicia Mills","4.99","7.7268421052631579","276"
22,"Rosemary Schmidt","2.99","3.3709523809523810","9244"
22,"Vivian Ruiz","2.99","3.3709523809523810","9244"
22,"Marjorie Tucker","2.99","3.3709523809523810","9244"
22,"Milton Howland","2.99","3.3709523809523810","9244"
22,"Cheryl Murphy","2.99","3.3709523809523810","9244"
22,"Rhonda Kennedy","2.99","3.3709523809523810","9244"
22,"Walter Perryman","3.99","3.3709523809523810","9244"
22,"Terry Carlson","2.99","3.3709523809523810","9244"
22,"Daisy Bates","3.99","3.3709523809523810","9244"
22,"Craig Morrell","2.99","3.3709523809523810","9244"
22,"Ralph Madrigal","2.99","3.3709523809523810","9244"
22,"Elizabeth Brown","3.99","3.3709523809523810","9244"
22,"Angela Hernandez","2.99","3.3709523809523810","9244"
22,"Joe Gilliland","2.99","3.3709523809523810","9244"
22,"Donna Thompson","2.99","3.3709523809523810","9244"
22,"Ian Still","2.99","3.3709523809523810","9244"
22,"Jordan Archuleta","4.99","3.3709523809523810","9244"
22,"Velma Lucas","5.99","3.3709523809523810","9244"
22,"Charlene Alvarez","2.99","3.3709523809523810","9244"
22,"Mary Smith","2.99","3.3709523809523810","9244"
22,"Zachary Hite","2.99","3.3709523809523810","9244"
23,"Nathan Runyon","0.99","2.8788888888888889","10791"
23,"Carmen Owens","1.99","2.8788888888888889","10791"
23,"Agnes Bishop","2.99","2.8788888888888889","10791"
23,"Bernice Willis","5.99","2.8788888888888889","10791"
23,"Bryan Hardison","0.99","2.8788888888888889","10791"
23,"Toni Holt","5.99","2.8788888888888889","10791"
23,"Howard Fortner","1.99","2.8788888888888889","10791"
23,"Esther Crawford","0.99","2.8788888888888889","10791"
23,"Jeremy Hurtado","0.99","2.8788888888888889","10791"
23,"Kyle Spurlock","2.99","2.8788888888888889","10791"
23,"Francis Sikes","2.99","2.8788888888888889","10791"
23,"Robin Hayes","1.99","2.8788888888888889","10791"
23,"Georgia Jacobs","0.99","2.8788888888888889","10791"
23,"Pamela Baker","3.99","2.8788888888888889","10791"
23,"Holly Fox","0.99","2.8788888888888889","10791"
23,"Clara Shaw","3.99","2.8788888888888889","10791"
23,"Linda Williams","6.99","2.8788888888888889","10791"
23,"Marcia Dean","3.99","2.8788888888888889","10791"
24,"Nathaniel Adam","2.99","3.9900000000000000","7244"
24,"Michele Grant","2.99","3.9900000000000000","7244"
24,"Eileen Carr","2.99","3.9900000000000000","7244"
24,"Mike Way","3.99","3.9900000000000000","7244"
24,"Rosemary Schmidt","2.99","3.9900000000000000","7244"
24,"Arlene Harvey","4.99","3.9900000000000000","7244"
24,"Bob Pfeiffer","2.99","3.9900000000000000","7244"
24,"Sergio Stanfield","3.99","3.9900000000000000","7244"
24,"Joan Cooper","4.99","3.9900000000000000","7244"
24,"Tim Cary","3.99","3.9900000000000000","7244"
24,"Betty White","4.99","3.9900000000000000","7244"
24,"Marcus Hidalgo","4.99","3.9900000000000000","7244"
24,"Rebecca Scott","5.99","3.9900000000000000","7244"
24,"Jamie Waugh","2.99","3.9900000000000000","7244"
25,"Gilbert Sledge","2.99","5.1900000000000000","5123"
25,"Diana Alexander","2.99","5.1900000000000000","5123"
25,"Jimmie Eggleston","7.99","5.1900000000000000","5123"
25,"Francis Sikes","6.99","5.1900000000000000","5123"
25,"Howard Fortner","3.99","5.1900000000000000","5123"
25,"Priscilla Lowe","8.99","5.1900000000000000","5123"
25,"Cathy Spencer","2.99","5.1900000000000000","5123"
25,"Joanne Robertson","2.99","5.1900000000000000","5123"
25,"Juan Fraley","6.99","5.1900000000000000","5123"
25,"Heather Morris","5.99","5.1900000000000000","5123"
25,"Willard Lumpkin","5.99","5.1900000000000000","5123"
25,"Jennie Terry","2.99","5.1900000000000000","5123"
25,"Joshua Mark","8.99","5.1900000000000000","5123"
25,"Cathy Spencer","3.99","5.1900000000000000","5123"
25,"Misty Lambert","6.99","5.1900000000000000","5123"
25,"Debbie Reyes","3.99","5.1900000000000000","5123"
25,"Veronica Stone","2.99","5.1900000000000000","5123"
25,"Arlene Harvey","2.99","5.1900000000000000","5123"
25,"Ralph Madrigal","3.99","5.1900000000000000","5123"
25,"Philip Causey","7.99","5.1900000000000000","5123"
26,"Felix Gaffney","1.99","2.6742105263157895","11171"
26,"Barbara Jones","1.99","2.6742105263157895","11171"
26,"Lewis Lyman","4.99","2.6742105263157895","11171"
26,"Constance Reid","5.99","2.6742105263157895","11171"
26,"Lonnie Tirado","0.99","2.6742105263157895","11171"
26,"Tina Simmons","0.99","2.6742105263157895","11171"
26,"Peter Menard","5.99","2.6742105263157895","11171"
26,"Terrance Roush","0.99","2.6742105263157895","11171"
26,"Clyde Tobias","6.99","2.6742105263157895","11171"
26,"Elmer Noe","2.99","2.6742105263157895","11171"
26,"Charlene Alvarez","0.99","2.6742105263157895","11171"
26,"Jo Fowler","0.99","2.6742105263157895","11171"
26,"Guy Brownlee","2.99","2.6742105263157895","11171"
26,"Sidney Burleson","4.99","2.6742105263157895","11171"
26,"Phillip Holm","0.99","2.6742105263157895","11171"
26,"Eric Robert","2.99","2.6742105263157895","11171"
26,"Ida Andrews","0.99","2.6742105263157895","11171"
26,"Michele Grant","0.99","2.6742105263157895","11171"
26,"Billy Poulin","0.99","2.6742105263157895","11171"
27,"Byron Box","1.99","1.3746153846153846","13865"
27,"Violet Rodriquez","0.99","1.3746153846153846","13865"
27,"Patricia Johnson","0.99","1.3746153846153846","13865"
27,"Stephen Qualls","0.99","1.3746153846153846","13865"
27,"Donald Mahon","2.99","1.3746153846153846","13865"
27,"Katherine Rivera","0.99","1.3746153846153846","13865"
27,"Curtis Irby","0.99","1.3746153846153846","13865"
27,"Randall Neumann","0.99","1.3746153846153846","13865"
27,"Rachel Barnes","1.99","1.3746153846153846","13865"
27,"Alex Gresham","1.99","1.3746153846153846","13865"
27,"Teresa Rogers","0.99","1.3746153846153846","13865"
27,"Shannon Freeman","0.99","1.3746153846153846","13865"
27,"Sarah Lewis","0.99","1.3746153846153846","13865"
28,"Stella Moreno","4.99","5.8081818181818182","3347"
28,"Jorge Olivares","8.99","5.8081818181818182","3347"
28,"Jeanne Lawson","4.99","5.8081818181818182","3347"
28,"Debbie Reyes","4.99","5.8081818181818182","3347"
28,"Glen Talbert","4.99","5.8081818181818182","3347"
28,"Jamie Waugh","5.99","5.8081818181818182","3347"
28,"Alvin Deloach","4.99","5.8081818181818182","3347"
28,"Eddie Tomlin","4.99","5.8081818181818182","3347"
28,"Dana Hart","4.99","5.8081818181818182","3347"
28,"Sue Peters","4.99","5.8081818181818182","3347"
28,"Harold Martino","8.99","5.8081818181818182","3347"
29,"Viola Hanson","6.99","3.9900000000000000","7244"
29,"Stacy Cunningham","2.99","3.9900000000000000","7244"
29,"Ronnie Ricketts","2.99","3.9900000000000000","7244"
29,"Erik Guillen","3.99","3.9900000000000000","7244"
29,"Janice Ward","2.99","3.9900000000000000","7244"
29,"Milton Howland","2.99","3.9900000000000000","7244"
29,"Stacey Montgomery","4.99","3.9900000000000000","7244"
30,"Salvador Teel","7.99","5.4900000000000000","4295"
30,"Neil Renner","3.99","5.4900000000000000","4295"
30,"Jane Bennett","4.99","5.4900000000000000","4295"
30,"Edith Mcdonald","2.99","5.4900000000000000","4295"
30,"Douglas Graf","6.99","5.4900000000000000","4295"
30,"Duane Tubbs","7.99","5.4900000000000000","4295"
30,"Jacob Lance","5.99","5.4900000000000000","4295"
30,"Franklin Troutman","2.99","5.4900000000000000","4295"
31,"Gina Williamson","4.99","5.7400000000000000","3493"
31,"Michael Silverman","4.99","5.7400000000000000","3493"
31,"Arthur Simpkins","5.99","5.7400000000000000","3493"
31,"Veronica Stone","4.99","5.7400000000000000","3493"
31,"Charlene Alvarez","4.99","5.7400000000000000","3493"
31,"Ruth Martinez","5.99","5.7400000000000000","3493"
31,"Albert Crouse","4.99","5.7400000000000000","3493"
31,"Benjamin Varney","4.99","5.7400000000000000","3493"
31,"Bruce Schwarz","8.99","5.7400000000000000","3493"
31,"Brandon Huey","6.99","5.7400000000000000","3493"
31,"Kurt Emmons","4.99","5.7400000000000000","3493"
31,"George Linton","4.99","5.7400000000000000","3493"
31,"Catherine Campbell","5.99","5.7400000000000000","3493"
31,"Gilbert Sledge","7.99","5.7400000000000000","3493"
31,"Ethel Webb","7.99","5.7400000000000000","3493"
31,"Ramon Choate","4.99","5.7400000000000000","3493"
31,"Rick Mattox","6.99","5.7400000000000000","3493"
31,"Lois Butler","4.99","5.7400000000000000","3493"
31,"Stacy Cunningham","5.99","5.7400000000000000","3493"
31,"Neil Renner","4.99","5.7400000000000000","3493"
31,"Janice Ward","4.99","5.7400000000000000","3493"
31,"Willard Lumpkin","4.99","5.7400000000000000","3493"
31,"Theresa Watson","5.99","5.7400000000000000","3493"
31,"Joanne Robertson","4.99","5.7400000000000000","3493"
31,"Manuel Murrell","4.99","5.7400000000000000","3493"
31,"Jim Rea","6.99","5.7400000000000000","3493"
31,"Loretta Carpenter","4.99","5.7400000000000000","3493"
31,"Marlene Welch","4.99","5.7400000000000000","3493"
32,"Nicholas Barfield","4.99","4.9900000000000000","5458"
32,"Elsie Kelley","4.99","4.9900000000000000","5458"
32,"Terri Vasquez","4.99","4.9900000000000000","5458"
32,"Tyrone Asher","4.99","4.9900000000000000","5458"
